nblocks:nthreads_per_block:niter_bench:img_len:gpu_compute_time_seconds
1:256:11:104857600:0,44073042
80:256:11:104857600:0,00896901
147:256:11:104857600:0,00875678
297:256:11:104857600:0,00668120
541:256:11:104857600:0,00630296
787:256:11:104857600:0,00604129
947:256:11:104857600:0,00624896
1115:256:11:104857600:0,00604479
1235:256:11:104857600:0,00595265
1353:256:11:104857600:0,00594019
1438:256:11:104857600:0,00597758
1549:256:11:104857600:0,00598154
1800:256:11:104857600:0,00592348
2055:256:11:104857600:0,00583289
2308:256:11:104857600:0,00580046
2422:256:11:104857600:0,00580357
2476:256:11:104857600:0,00579994
2483:256:11:104857600:0,00579539
2563:256:11:104857600:0,00580196
2577:256:11:104857600:0,00580268
2828:256:11:104857600:0,00580234
2886:256:11:104857600:0,00579942
3060:256:11:104857600:0,00578818
3215:256:11:104857600:0,00578287
3248:256:11:104857600:0,00580656
3371:256:11:104857600:0,00579923
3506:256:11:104857600:0,00579339
3685:256:11:104857600:0,00579731
3821:256:11:104857600:0,00579893
4009:256:11:104857600:0,00579313
4031:256:11:104857600:0,00579656
4185:256:11:104857600:0,00579881
4398:256:11:104857600:0,00581183
4609:256:11:104857600:0,00580330
4770:256:11:104857600:0,00580157
4840:256:11:104857600:0,00580765
5002:256:11:104857600:0,00581489
5201:256:11:104857600:0,00581441
5266:256:11:104857600:0,00581133
5499:256:11:104857600:0,00581670
5596:256:11:104857600:0,00582049
5824:256:11:104857600:0,00582593
5945:256:11:104857600:0,00583044
6053:256:11:104857600:0,00582789
6094:256:11:104857600:0,00583613
6275:256:11:104857600:0,00584141
6468:256:11:104857600:0,00584145
6654:256:11:104857600:0,00584688
6662:256:11:104857600:0,00584690
6897:256:11:104857600:0,00584707
6929:256:11:104857600:0,00585055
6965:256:11:104857600:0,00585193
7089:256:11:104857600:0,00585563
7197:256:11:104857600:0,00585310
7438:256:11:104857600:0,00586147
7476:256:11:104857600:0,00586064
7502:256:11:104857600:0,00586708
7735:256:11:104857600:0,00587219
7905:256:11:104857600:0,00587251
7999:256:11:104857600:0,00587567
8176:256:11:104857600:0,00588167
8341:256:11:104857600:0,00588872
8387:256:11:104857600:0,00588020
8391:256:11:104857600:0,00588496
8421:256:11:104857600:0,00588666
8664:256:11:104857600:0,00589229
8760:256:11:104857600:0,00589590
8782:256:11:104857600:0,00589587
8964:256:11:104857600:0,00589673
9034:256:11:104857600:0,00590274
9205:256:11:104857600:0,00590481
9234:256:11:104857600:0,00590126
9386:256:11:104857600:0,00590750
9638:256:11:104857600:0,00591590
9719:256:11:104857600:0,00591946
9720:256:11:104857600:0,00591513
9747:256:11:104857600:0,00592181
9767:256:11:104857600:0,00592026
10016:256:11:104857600:0,00592518
10197:256:11:104857600:0,00593463
10359:256:11:104857600:0,00593619
10523:256:11:104857600:0,00593955
10753:256:11:104857600:0,00594742
11005:256:11:104857600:0,00595351
11227:256:11:104857600:0,00595727
11466:256:11:104857600:0,00596181
11631:256:11:104857600:0,00597001
11818:256:11:104857600:0,00597651
12004:256:11:104857600:0,00598023
12037:256:11:104857600:0,00598189
12236:256:11:104857600:0,00598807
12437:256:11:104857600:0,00599012
12573:256:11:104857600:0,00599849
12644:256:11:104857600:0,00599393
12847:256:11:104857600:0,00600100
12867:256:11:104857600:0,00600334
13080:256:11:104857600:0,00600931
13117:256:11:104857600:0,00600975
13218:256:11:104857600:0,00600885
13401:256:11:104857600:0,00601948
13601:256:11:104857600:0,00601997
13629:256:11:104857600:0,00601948
13733:256:11:104857600:0,00602534
13931:256:11:104857600:0,00603051
14172:256:11:104857600:0,00603650
14422:256:11:104857600:0,00604876
14594:256:11:104857600:0,00604629
14735:256:11:104857600:0,00605179
14765:256:11:104857600:0,00605652
14966:256:11:104857600:0,00605466
15073:256:11:104857600:0,00606560
15117:256:11:104857600:0,00606684
15215:256:11:104857600:0,00606627
15461:256:11:104857600:0,00607312
15471:256:11:104857600:0,00607472
15696:256:11:104857600:0,00608149
15810:256:11:104857600:0,00608285
15929:256:11:104857600:0,00608627
16098:256:11:104857600:0,00609162
16146:256:11:104857600:0,00609466
16328:256:11:104857600:0,00609617
16357:256:11:104857600:0,00610127
16449:256:11:104857600:0,00610117
16599:256:11:104857600:0,00610656
16671:256:11:104857600:0,00610478
16776:256:11:104857600:0,00610705
16787:256:11:104857600:0,00610880
16864:256:11:104857600:0,00610832
16967:256:11:104857600:0,00611166
17070:256:11:104857600:0,00611256
17193:256:11:104857600:0,00611713
17441:256:11:104857600:0,00612460
17558:256:11:104857600:0,00612844
17614:256:11:104857600:0,00613511
17616:256:11:104857600:0,00613045
17732:256:11:104857600:0,00613387
17978:256:11:104857600:0,00614193
18134:256:11:104857600:0,00614420
18283:256:11:104857600:0,00614917
18501:256:11:104857600:0,00615528
18579:256:11:104857600:0,00615466
18798:256:11:104857600:0,00616360
18967:256:11:104857600:0,00616669
19059:256:11:104857600:0,00617005
19305:256:11:104857600:0,00618082
19388:256:11:104857600:0,00618109
19526:256:11:104857600:0,00618394
19602:256:11:104857600:0,00618486
19665:256:11:104857600:0,00618520
19789:256:11:104857600:0,00619237
19805:256:11:104857600:0,00618842
19953:256:11:104857600:0,00619407
20203:256:11:104857600:0,00620230
20428:256:11:104857600:0,00620899
20478:256:11:104857600:0,00620663
20555:256:11:104857600:0,00620879
20710:256:11:104857600:0,00621651
20935:256:11:104857600:0,00622314
20941:256:11:104857600:0,00621916
21059:256:11:104857600:0,00622359
21274:256:11:104857600:0,00623373
21413:256:11:104857600:0,00623610
21444:256:11:104857600:0,00623460
21468:256:11:104857600:0,00623664
21544:256:11:104857600:0,00623914
21748:256:11:104857600:0,00624435
21951:256:11:104857600:0,00625249
22082:256:11:104857600:0,00625490
22212:256:11:104857600:0,00625816
22394:256:11:104857600:0,00626058
22535:256:11:104857600:0,00626644
22633:256:11:104857600:0,00626946
22806:256:11:104857600:0,00627546
22815:256:11:104857600:0,00627618
22849:256:11:104857600:0,00627388
22996:256:11:104857600:0,00628200
23135:256:11:104857600:0,00628451
23239:256:11:104857600:0,00628597
23315:256:11:104857600:0,00629126
23397:256:11:104857600:0,00628611
23623:256:11:104857600:0,00629710
23822:256:11:104857600:0,00630217
23892:256:11:104857600:0,00630291
24134:256:11:104857600:0,00630986
24243:256:11:104857600:0,00631496
24466:256:11:104857600:0,00632285
24557:256:11:104857600:0,00632306
24772:256:11:104857600:0,00632746
24847:256:11:104857600:0,00632910
25032:256:11:104857600:0,00633309
25113:256:11:104857600:0,00633999
25254:256:11:104857600:0,00634159
25312:256:11:104857600:0,00634529
25536:256:11:104857600:0,00634846
25542:256:11:104857600:0,00635248
25599:256:11:104857600:0,00635390
25620:256:11:104857600:0,00635588
25697:256:11:104857600:0,00635748
25898:256:11:104857600:0,00636260
25948:256:11:104857600:0,00636150
25969:256:11:104857600:0,00636672
26099:256:11:104857600:0,00636900
26110:256:11:104857600:0,00636773
26122:256:11:104857600:0,00636542
26220:256:11:104857600:0,00636976
26265:256:11:104857600:0,00636892
26279:256:11:104857600:0,00636858
26359:256:11:104857600:0,00637163
26573:256:11:104857600:0,00637761
26591:256:11:104857600:0,00637831
26621:256:11:104857600:0,00637777
26644:256:11:104857600:0,00638033
26731:256:11:104857600:0,00638201
26844:256:11:104857600:0,00638594
26945:256:11:104857600:0,00638417
27130:256:11:104857600:0,00639425
27320:256:11:104857600:0,00640078
27569:256:11:104857600:0,00640932
27642:256:11:104857600:0,00641061
27843:256:11:104857600:0,00641916
28084:256:11:104857600:0,00642204
28155:256:11:104857600:0,00642333
28238:256:11:104857600:0,00642702
28447:256:11:104857600:0,00643368
28699:256:11:104857600:0,00644334
28779:256:11:104857600:0,00644124
28907:256:11:104857600:0,00644450
29066:256:11:104857600:0,00644983
29225:256:11:104857600:0,00645364
29238:256:11:104857600:0,00645483
29305:256:11:104857600:0,00645624
29458:256:11:104857600:0,00646150
29556:256:11:104857600:0,00646169
29811:256:11:104857600:0,00646877
30017:256:11:104857600:0,00647217
30119:256:11:104857600:0,00647542
30369:256:11:104857600:0,00647921
30423:256:11:104857600:0,00648346
30619:256:11:104857600:0,00648900
30705:256:11:104857600:0,00649312
30939:256:11:104857600:0,00649995
30992:256:11:104857600:0,00649981
31204:256:11:104857600:0,00650517
31310:256:11:104857600:0,00650872
31367:256:11:104857600:0,00651286
31396:256:11:104857600:0,00651261
31526:256:11:104857600:0,00651618
31692:256:11:104857600:0,00652081
31852:256:11:104857600:0,00652108
32025:256:11:104857600:0,00652844
32063:256:11:104857600:0,00652728
32248:256:11:104857600:0,00653572
32414:256:11:104857600:0,00653765
32593:256:11:104857600:0,00654916
32660:256:11:104857600:0,00654619
32831:256:11:104857600:0,00654965
33032:256:11:104857600:0,00655896
33084:256:11:104857600:0,00655839
33260:256:11:104857600:0,00655916
33269:256:11:104857600:0,00656263
33507:256:11:104857600:0,00657004
33607:256:11:104857600:0,00657251
33768:256:11:104857600:0,00657669
33925:256:11:104857600:0,00658335
33976:256:11:104857600:0,00658404
34217:256:11:104857600:0,00658660
34386:256:11:104857600:0,00659674
34543:256:11:104857600:0,00659828
34740:256:11:104857600:0,00660358
34834:256:11:104857600:0,00660666
34950:256:11:104857600:0,00661285
35109:256:11:104857600:0,00661410
35194:256:11:104857600:0,00661170
35433:256:11:104857600:0,00662362
35661:256:11:104857600:0,00662965
35686:256:11:104857600:0,00662726
35804:256:11:104857600:0,00663063
35875:256:11:104857600:0,00663377
35983:256:11:104857600:0,00663616
36219:256:11:104857600:0,00664335
36332:256:11:104857600:0,00664669
36489:256:11:104857600:0,00665578
36723:256:11:104857600:0,00665965
36882:256:11:104857600:0,00666335
37055:256:11:104857600:0,00666886
37138:256:11:104857600:0,00667154
37206:256:11:104857600:0,00667363
37359:256:11:104857600:0,00667443
37454:256:11:104857600:0,00667853
37590:256:11:104857600:0,00668151
37713:256:11:104857600:0,00668304
37790:256:11:104857600:0,00668641
38010:256:11:104857600:0,00668928
38152:256:11:104857600:0,00669294
38321:256:11:104857600:0,00669772
38355:256:11:104857600:0,00670156
38369:256:11:104857600:0,00670087
38595:256:11:104857600:0,00670676
38627:256:11:104857600:0,00670879
38870:256:11:104857600:0,00671641
39059:256:11:104857600:0,00672020
39067:256:11:104857600:0,00672182
39140:256:11:104857600:0,00672153
39191:256:11:104857600:0,00672380
39356:256:11:104857600:0,00673000
39377:256:11:104857600:0,00673032
39395:256:11:104857600:0,00673119
39405:256:11:104857600:0,00672694
39490:256:11:104857600:0,00672978
39726:256:11:104857600:0,00673846
39969:256:11:104857600:0,00674429
40070:256:11:104857600:0,00674824
40101:256:11:104857600:0,00674490
40351:256:11:104857600:0,00675095
40514:256:11:104857600:0,00675406
40593:256:11:104857600:0,00675978
40813:256:11:104857600:0,00676634
40930:256:11:104857600:0,00677208
41176:256:11:104857600:0,00677521
41323:256:11:104857600:0,00677807
41571:256:11:104857600:0,00678702
41616:256:11:104857600:0,00678747
41765:256:11:104857600:0,00679366
41917:256:11:104857600:0,00679590
42115:256:11:104857600:0,00680521
42185:256:11:104857600:0,00680654
42306:256:11:104857600:0,00681009
42504:256:11:104857600:0,00681701
42543:256:11:104857600:0,00681393
42624:256:11:104857600:0,00681689
42631:256:11:104857600:0,00681980
42662:256:11:104857600:0,00682078
42906:256:11:104857600:0,00682679
43019:256:11:104857600:0,00682859
43249:256:11:104857600:0,00683508
43456:256:11:104857600:0,00684130
43639:256:11:104857600:0,00684409
43688:256:11:104857600:0,00684607
43700:256:11:104857600:0,00684496
43719:256:11:104857600:0,00684793
43849:256:11:104857600:0,00685455
44030:256:11:104857600:0,00685663
44093:256:11:104857600:0,00685800
44114:256:11:104857600:0,00686125
44191:256:11:104857600:0,00685887
44221:256:11:104857600:0,00686099
44469:256:11:104857600:0,00686473
44588:256:11:104857600:0,00687168
44780:256:11:104857600:0,00687747
44894:256:11:104857600:0,00688041
44916:256:11:104857600:0,00687952
44992:256:11:104857600:0,00688527
45108:256:11:104857600:0,00688372
45341:256:11:104857600:0,00689215
45514:256:11:104857600:0,00689464
45540:256:11:104857600:0,00689921
45710:256:11:104857600:0,00690325
45773:256:11:104857600:0,00690241
45966:256:11:104857600:0,00690795
46192:256:11:104857600:0,00691110
46232:256:11:104857600:0,00691515
46324:256:11:104857600:0,00691622
46572:256:11:104857600:0,00692537
46701:256:11:104857600:0,00693060
46887:256:11:104857600:0,00693883
47021:256:11:104857600:0,00694150
47041:256:11:104857600:0,00694076
47084:256:11:104857600:0,00694371
47168:256:11:104857600:0,00694337
47311:256:11:104857600:0,00694606
47347:256:11:104857600:0,00694579
47563:256:11:104857600:0,00695340
47717:256:11:104857600:0,00695568
47800:256:11:104857600:0,00695734
47810:256:11:104857600:0,00696124
47968:256:11:104857600:0,00696639
48081:256:11:104857600:0,00696517
48264:256:11:104857600:0,00697114
48316:256:11:104857600:0,00697316
48377:256:11:104857600:0,00697524
48390:256:11:104857600:0,00697459
48632:256:11:104857600:0,00697998
48740:256:11:104857600:0,00698685
48926:256:11:104857600:0,00699200
48999:256:11:104857600:0,00700188
49056:256:11:104857600:0,00699991
49207:256:11:104857600:0,00700484
49437:256:11:104857600:0,00700314
49557:256:11:104857600:0,00700880
49754:256:11:104857600:0,00701261
49928:256:11:104857600:0,00701938
49951:256:11:104857600:0,00701837
49975:256:11:104857600:0,00702080
50049:256:11:104857600:0,00701848
50086:256:11:104857600:0,00702657
50211:256:11:104857600:0,00702630
50336:256:11:104857600:0,00702907
50578:256:11:104857600:0,00703717
50669:256:11:104857600:0,00703768
50775:256:11:104857600:0,00704364
50846:256:11:104857600:0,00704422
51018:256:11:104857600:0,00704886
51052:256:11:104857600:0,00704975
51258:256:11:104857600:0,00705363
51395:256:11:104857600:0,00705343
51548:256:11:104857600:0,00706045
51760:256:11:104857600:0,00706715
51778:256:11:104857600:0,00707014
51946:256:11:104857600:0,00707391
52075:256:11:104857600:0,00707655
52216:256:11:104857600:0,00707990
52327:256:11:104857600:0,00708559
52402:256:11:104857600:0,00708618
52552:256:11:104857600:0,00708832
52600:256:11:104857600:0,00709058
52780:256:11:104857600:0,00709915
53010:256:11:104857600:0,00710317
53070:256:11:104857600:0,00710445
53229:256:11:104857600:0,00710718
53449:256:11:104857600:0,00711257
53503:256:11:104857600:0,00711617
53666:256:11:104857600:0,00711940
53823:256:11:104857600:0,00712508
54014:256:11:104857600:0,00712374
54160:256:11:104857600:0,00713611
54206:256:11:104857600:0,00713326
54353:256:11:104857600:0,00713753
54576:256:11:104857600:0,00714599
54594:256:11:104857600:0,00714704
54821:256:11:104857600:0,00715719
54981:256:11:104857600:0,00715821
55057:256:11:104857600:0,00715439
55155:256:11:104857600:0,00716342
55260:256:11:104857600:0,00716065
55510:256:11:104857600:0,00717173
55562:256:11:104857600:0,00717545
55720:256:11:104857600:0,00717688
55739:256:11:104857600:0,00717707
55788:256:11:104857600:0,00718119
55815:256:11:104857600:0,00718150
56057:256:11:104857600:0,00718536
56307:256:11:104857600:0,00719155
56386:256:11:104857600:0,00719061
56409:256:11:104857600:0,00719677
56621:256:11:104857600:0,00720133
56643:256:11:104857600:0,00720077
56714:256:11:104857600:0,00720006
56913:256:11:104857600:0,00720355
57071:256:11:104857600:0,00721035
57256:256:11:104857600:0,00721296
57302:256:11:104857600:0,00721559
57457:256:11:104857600:0,00722073
57669:256:11:104857600:0,00722569
57785:256:11:104857600:0,00723184
57970:256:11:104857600:0,00723267
58139:256:11:104857600:0,00723687
58313:256:11:104857600:0,00724115
58503:256:11:104857600:0,00724911
58689:256:11:104857600:0,00725602
58737:256:11:104857600:0,00725759
58981:256:11:104857600:0,00726042
59081:256:11:104857600:0,00726597
