num_iter,num_procs,leibniz_cput,leibniz_wallt,rectangles_cput,rectangles_wallt,leibniz_pi,rectangles_pi
2147483647,1,17.230000,17.231388,22.680000,22.674743,3.141593,3.141593
2147483647,2,17.810000,8.957728,23.040000,11.586129,3.141593,3.141593
2147483647,3,18.060000,6.036741,22.860000,7.643577,3.141593,3.141593
2147483647,4,18.300000,4.572548,22.990000,5.765376,3.141593,3.141593
2147483647,5,18.780000,3.780463,23.550000,4.799415,3.141593,3.141593
2147483647,6,19.230000,3.217596,24.040000,4.035595,3.141593,3.141593
